"","Pverr_006","Pverr_007","Pverr_008","Pverr_009","Pverr_106","Pverr_108","Pverr_110","Pverr_112"
"Pver_gene_g2546",0,0,0,0,59,21,64,108
"Pver_gene_g2543",0,12,0,0,54,14,50,58
"Pver_gene_g12601",430,678,723,578,302,35,88,190
"Pver_gene_g12602",83,103,86,55,141,95,93,218
"Pver_gene_g12605",271,322,296,298,36,67,31,71
"Pver_gene_g12608",268,267,374,234,170,23,191,167
"Pver_gene_g5882",34,72,39,65,267,94,87,293
"Pver_gene_g11550",241,208,350,205,42,17,119,42
"Pver_gene_g11553",0,0,10,0,114,25,53,109
"Pver_gene_g10608",361,707,756,562,414,43,272,262
"Pver_gene_g10609",189,228,272,199,844,259,320,650
"Pver_gene_g14730",269,520,578,533,269,135,73,295
"Pver_gene_g14731",378,435,654,603,0,0,0,0
"Pver_novel_gene_458_5de57afd",21,28,25,30,19,2,5,20
"Pver_gene_g15924",0,0,0,0,48,21,18,59
"Pver_gene_g15926",0,0,0,0,267,117,53,295
"Pver_gene_g15927",54,55,71,59,758,233,442,708
"Pver_gene_g6634",0,0,0,0,70,13,121,122
"Pver_gene_g22864",145,125,115,133,80,26,35,102
"Pver_gene_g7279",205,138,238,179,163,38,134,164
"Pver_gene_g7273",0,0,0,0,314,136,210,358
"Pver_gene_g7277",583,1111,1206,763,346,209,386,420
"Pver_gene_g7274",23,79,176,86,329,117,235,290
"Pver_gene_g7275",0,0,36,0,173,44,104,168
"Pver_gene_g9384",300,292,439,314,250,63,71,166
"Pver_gene_g9380",123,187,109,98,249,74,220,440
"Pver_gene_g9381",389,550,725,410,1625,385,421,1669
"Pver_gene_g9388",0,21,23,6,192,62,113,205
"Pver_gene_g16158",0,11,31,0,127,25,46,96
"Pver_gene_g23425",0,0,0,21,255,109,95,259
"Pver_gene_g2384",122,143,156,56,24,8,0,55
"Pver_gene_g3165",783,1083,1369,826,119,42,68,188
"Pver_gene_g3168",0,0,0,0,26,12,22,38
"Pver_gene_g25819",0,7,13,0,51,29,49,33
"Pver_gene_g25817",0,0,0,0,147,34,53,127
"Pver_gene_g19540",0,0,241,9,12114,4093,5063,11544
"Pver_gene_g11710",61,107,110,101,169,102,192,240
"Pver_gene_g13629",21,12,23,0,239,83,140,357
"Pver_gene_g12978",168,163,110,125,55,38,32,25
"Pver_gene_g12977",31,22,107,29,18,7,0,5
"Pver_gene_g12972",0,7,0,0,86,38,54,111
"Pver_gene_g12970",502,505,496,273,271,108,211,258
"Pver_gene_g12971",0,64,46,48,312,94,142,267
"Pver_gene_g10196",0,0,34,0,144,54,66,231
"Pver_gene_g10194",157,166,366,241,55,31,41,124
"Pver_gene_g10192",103,135,100,96,422,146,226,439
"Pver_gene_g10193",316,320,211,184,102,34,81,135
"Pver_gene_g10191",0,0,0,0,53,120,86,49
"Pver_gene_g6006",129,106,68,66,272,128,165,253
"Pver_gene_g6007",133,94,73,70,42,18,58,50
"Pver_gene_g4244",78,117,82,120,1581,280,347,1315
"Pver_gene_g4242",335,315,287,244,745,232,549,711
"Pver_gene_g4249",0,0,44,0,3880,854,1400,3716
"Pver_gene_g16013",45,76,92,32,20,10,34,40
"Pver_gene_g12109",0,0,0,0,58,21,89,110
"Pver_gene_g12101",0,0,0,0,80,75,78,56
"Pver_gene_g11450",0,0,0,0,46,41,34,122
"Pver_gene_g11451",105,110,119,79,44,12,46,101
"Pver_gene_g11457",26,34,16,10,60,36,49,48
"Pver_gene_g11458",0,0,0,0,75,39,78,70
"Pver_gene_g15340",97,178,217,122,45,18,37,110
"Pver_gene_g15342",210,260,317,143,98,24,96,74
"Pver_gene_g15347",0,2,0,0,30,11,13,14
"Pver_gene_g12223",28,15,24,0,285,108,109,172
"Pver_gene_g144",361,415,478,352,88,17,50,115
"Pver_gene_g14835",86,205,218,189,0,0,13,7
"Pver_gene_g14837",0,13,0,0,32,31,54,50
"Pver_gene_g14833",0,0,0,0,47,12,27,80
"Pver_gene_g3365",77,89,95,100,30,19,26,20
"Pver_gene_g3366",0,77,0,49,529,139,153,519
"Pver_gene_g3363",15,15,44,0,138,72,139,168
"Pver_gene_g3369",0,0,0,0,125,49,215,174
"Pver_gene_g7844",275,310,426,179,132,45,111,132
"Pver_gene_g9996",0,0,0,0,55,11,18,85
"Pver_gene_g7599",19,12,34,14,56,10,42,135
"Pver_gene_g7597",321,297,349,202,182,33,155,124
"Pver_gene_g8488",0,0,0,0,378,94,181,477
"Pver_gene_g7339",1319,1774,2699,1854,647,168,297,494
"Pver_gene_g8731",0,6,0,12,400,42,106,365
"Pver_gene_g1858",198,148,131,87,305,303,256,259
"Pver_gene_g1275",111,82,112,98,223,93,102,361
"Pver_gene_g1276",727,1235,1108,698,80,0,37,66
"Pver_gene_g1271",203,241,230,155,13,5,11,9
"Pver_gene_g1273",83,45,66,22,0,0,0,0
"Pver_gene_g9469",0,22,15,0,112,15,115,94
"Pver_gene_g9468",21,26,0,22,100,37,123,90
"Pver_gene_g4735",128,100,114,59,53,35,52,50
"Pver_gene_g4732",25,43,40,9,1281,633,512,1017
"Pver_gene_g4733",173,109,134,84,1285,1137,954,1176
"Pver_gene_g2772",0,0,0,0,123,57,35,77
"Pver_gene_g2196",145,75,135,80,0,0,4,0
"Pver_gene_g9596",145,240,318,217,1550,356,631,1370
"Pver_gene_g17196",0,6,12,0,269,110,86,255
"Pver_gene_g17195",0,0,0,0,75,14,18,64
"Pver_gene_g17193",0,0,0,0,28,32,71,61
"Pver_gene_g12341",128,170,137,90,0,4,0,23
"Pver_gene_g12342",9,0,0,0,261,22,66,172
"Pver_gene_g17442",454,540,785,445,157,32,67,241
"Pver_gene_g10877",0,0,0,0,147,134,108,168
"Pver_gene_g10873",1076,1521,1894,1135,702,497,450,865
"Pver_gene_g14188",141,222,177,142,34,12,80,44
"Pver_gene_g14187",56,23,57,23,208,97,222,383
"Pver_gene_g14183",78,182,128,93,46,14,13,56
"Pver_gene_g16315",242,307,425,339,150,67,110,128
"Pver_gene_g16310",79,85,144,73,51,20,37,54
"Pver_gene_g16311",3826,3872,5616,3487,21451,4204,8487,18514
"Pver_gene_g15757",0,0,23,0,6955,2487,1053,7576
"Pver_gene_g15755",0,0,0,0,153,26,52,148
"Pver_gene_g14402",311,266,256,144,107,78,71,145
"Pver_gene_g14403",113,127,142,85,204,283,209,318
"Pver_gene_g3999",0,6,0,0,42,12,28,25
"Pver_gene_g9071",36,74,66,37,158,79,137,315
"Pver_gene_g11806",89,82,75,61,127,71,157,174
"Pver_gene_g18247",16,18,15,0,69,12,61,67
"Pver_gene_g22992",0,3,4,0,44,17,22,47
"Pver_gene_g22997",0,0,0,0,220,42,37,196
"Pver_gene_g22995",57,78,69,39,274,64,82,270
"Pver_gene_g22998",0,0,0,0,65,41,35,40
"Pver_gene_g8679",0,0,0,4,44,52,88,75
"Pver_gene_g8670",366,487,416,309,346,69,197,235
"Pver_gene_g5367",0,0,0,0,74,76,66,171
"Pver_gene_g5360",0,0,0,0,78,23,150,54
"Pver_gene_g5093",0,0,0,0,66,11,53,120
"Pver_gene_g5094",0,13,0,0,39,30,35,18
"Pver_novel_gene_393_5de57afd",0,0,0,0,94,45,86,162
"Pver_gene_g26696",534,830,897,595,62,10,25,33
"Pver_gene_g16574",6,0,8,0,75,13,20,20
"Pver_gene_g16575",23,29,5,0,97,57,48,47
"Pver_gene_g4948",0,0,0,0,114,60,85,50
"Pver_gene_g4944",0,0,33,10,67,61,104,37
"Pver_gene_g4947",0,0,0,0,24,18,29,33
"Pver_gene_g4943",282,191,221,268,66,5,38,22
"Pver_gene_g15174",0,0,0,0,70,25,32,57
"Pver_gene_g15172",804,910,907,590,2031,632,669,1541
"Pver_gene_g15171",0,14,22,38,283,60,128,271
"Pver_gene_g17763",532,533,605,452,142,61,151,229
"Pver_gene_g17768",10,11,14,17,344,42,153,209
"Pver_gene_g14226",10,29,16,27,213,56,204,189
"Pver_gene_g11081",23,57,86,80,0,0,16,14
"Pver_gene_g11339",189,130,90,84,0,0,0,41
"Pver_gene_g11338",0,6,22,0,204,110,210,255
"Pver_gene_g10688",34,53,50,36,185,75,128,223
"Pver_gene_g13796",0,4,0,0,448,67,194,376
"Pver_gene_g1060",0,0,0,0,154,38,101,130
"Pver_gene_g1063",385,686,532,479,50,12,61,0
"Pver_gene_g13249",0,17,0,0,3832,747,1012,3862
"Pver_gene_g13247",0,4,24,7,3825,694,1303,3342
"Pver_gene_g13246",0,10,8,7,41,19,26,18
"Pver_gene_g13245",16,13,53,0,159,34,126,137
"Pver_gene_g9367_gene_g9368",349,409,389,200,76,15,43,0
"Pver_gene_g25779",0,0,0,11,167,23,52,119
"Pver_gene_g25771",16,32,42,30,141,32,103,104
"Pver_gene_g7142",0,13,14,17,98,41,40,102
"Pver_gene_g9652",0,0,0,0,45,14,22,48
"Pver_gene_g9653",0,24,0,0,99,33,146,171
"Pver_gene_g9650",35,15,5,18,71,58,38,105
"Pver_gene_g9656",0,0,0,0,35,33,61,30
"Pver_gene_g9654",56,61,85,31,35,6,8,12
"Pver_gene_g9659",0,0,0,0,31,32,98,39
"Pver_gene_g1425",0,0,0,0,97,19,56,91
"Pver_gene_g1427",0,0,0,0,133,53,65,110
"Pver_gene_g1429",186,213,256,245,139,49,69,118
"Pver_gene_g16088",0,0,0,0,1482,243,1046,1206
"Pver_gene_g8262",0,0,5,0,57,54,34,81
"Pver_gene_g8266",0,0,0,0,61,32,29,60
"Pver_gene_g20115",0,0,0,0,29,19,29,34
"Pver_gene_g2308",126,102,112,45,59,5,34,28
"Pver_gene_g25895",0,0,11,0,27,33,44,47
"Pver_gene_g7425",256,144,257,151,89,6,36,95
"Pver_gene_g1749",280,337,428,308,4418,1280,1468,4126
"Pver_gene_g1747",83,73,90,57,13,20,33,31
"Pver_gene_g26150",0,0,0,0,43,27,35,91
"Pver_gene_g26157",0,0,0,0,539,168,167,460
"Pver_gene_g26155",464,418,529,449,127,21,308,152
"Pver_gene_g26154",707,642,998,519,510,227,341,431
"Pver_gene_g5117",33,91,89,41,451,100,223,287
"Pver_gene_g6343",249,210,144,87,537,82,285,569
"Pver_gene_g12184",0,0,24,0,3659,1434,2539,4509
"Pver_gene_g12180",0,0,0,0,33,12,21,54
"Pver_gene_g2469",0,27,52,9,1125,740,568,1861
"Pver_gene_g2467",1069,1385,1247,1026,361,146,233,305
"Pver_gene_g2461",407,441,619,531,1015,943,701,1071
"Pver_gene_g18802",60,41,90,10,223,70,151,172
"Pver_gene_g18803",0,16,12,0,72,12,75,68
"Pver_gene_g13858",67,85,78,75,34,0,26,6
"Pver_gene_g11981",0,0,0,0,28,55,85,84
"Pver_gene_g11989",73,94,106,63,31,0,0,0
"Pver_gene_g12727",0,0,0,0,77,33,35,116
"Pver_gene_g12729",388,310,362,306,53,5,109,127
"Pver_gene_g233",0,0,0,0,42,344,21,369
"Pver_gene_g239",0,0,61,0,5330,5350,3772,4227
"Pver_gene_g10760",0,0,0,0,109,15,72,71
"Pver_gene_g10765",0,0,0,0,138,117,139,125
"Pver_gene_g10764",0,7,17,0,77,18,55,140
"Pver_gene_g14079",441,372,683,472,99,20,39,51
"Pver_gene_g14078",0,0,0,0,11,16,25,37
"Pver_gene_g14077",266,221,147,93,600,220,281,503
"Pver_gene_g15843",177,221,344,262,28,25,29,99
"Pver_gene_g15842",436,514,724,471,204,135,62,233
"Pver_gene_g15847",81,136,132,118,44,26,11,37
"Pver_gene_g15846",0,7,0,0,22,19,51,18
"Pver_gene_g15845",52,71,69,54,64,78,196,180
"Pver_gene_g15844",223,172,201,102,92,21,49,98
"Pver_gene_g6172",211,264,247,222,25,0,55,56
"Pver_gene_g1580",290,391,346,171,166,37,102,90
"Pver_gene_g1581",818,573,543,370,51,33,62,60
"Pver_gene_g1587",34,0,30,61,263,100,215,340
"Pver_gene_g9757",0,9,0,0,11,19,45,34
"Pver_gene_g9756",153,226,312,198,0,9,33,0
"Pver_gene_g16563",71,133,112,95,17,14,12,48
"Pver_gene_g16565",120,66,56,40,598,218,412,506
"Pver_gene_g6914",54,76,81,68,210,95,61,188
"Pver_gene_g6918",1033,1406,1447,957,223,61,81,107
"Pver_gene_g8184",0,0,0,0,43,15,20,20
"Pver_gene_g8180",119,92,90,71,48,7,21,38
"Pver_gene_g5460",217,356,367,233,667,172,295,739
"Pver_gene_g5469",16,0,0,0,237,115,146,103
"Pver_gene_g17117",0,0,0,0,412,121,122,272
"Pver_gene_g17111",1384,1236,1481,1186,500,172,178,409
"Pver_gene_g17119",114,96,86,65,0,10,21,15
"Pver_gene_g11177",2,18,44,0,852,135,377,919
"Pver_gene_g11021",75,70,72,49,305,71,125,253
"Pver_gene_g2116",54,93,64,72,14,0,11,26
"Pver_gene_g2119",313,307,296,244,121,46,112,105
"Pver_gene_g16642",19,31,80,26,164,81,121,122
"Pver_gene_g25916",71,74,97,72,820,114,277,759
"Pver_gene_g25917",221,303,317,254,1086,288,332,1147
"Pver_gene_g25918",36,41,64,24,40,10,14,21
"Pver_gene_g16393",0,0,0,0,559,277,114,1012
"Pver_gene_g16391",0,0,0,0,62,90,25,215
"Pver_gene_g13770",0,0,13,0,131,112,56,180
"Pver_gene_g10569",0,0,0,0,80,13,68,158
"Pver_gene_g10565",128,250,329,211,197,59,111,103
"Pver_gene_g18484",19,19,28,0,216,57,178,356
"Pver_gene_g18480",0,3,11,0,57,25,66,55
"Pver_gene_g18483",19,40,30,0,121,71,57,144
"Pver_gene_g18489",0,0,13,0,4504,1637,3635,6984
"Pver_gene_g23198",79,135,198,167,409,136,251,301
"Pver_gene_g13048",130,42,52,38,12,3,3,28
"Pver_gene_g13044",363,372,434,225,360,85,197,315
"Pver_gene_g13046",63,31,45,16,175,49,46,119
"Pver_gene_g3315",26,35,28,40,107,51,58,86
"Pver_gene_g3314",198,182,182,86,64,23,35,59
"Pver_gene_g3311",340,300,404,353,232,19,148,238
"Pver_gene_g13131",0,3,13,0,123,39,68,130
"Pver_gene_g13133",0,0,0,0,27,78,85,36
"Pver_gene_g13135",62,105,195,51,0,0,0,32
"Pver_gene_g13137",41,28,18,12,0,0,0,0
"Pver_gene_g13138",42,52,54,40,104,50,93,163
"Pver_gene_g3312",0,24,43,18,277,92,108,259
"Pver_gene_g5708",292,317,438,295,234,79,155,172
"Pver_gene_g23223",448,572,772,360,1774,647,1501,1505
"Pver_gene_g15266",287,270,551,344,2272,631,908,2458
"Pver_gene_g15264",0,0,0,0,29,11,11,15
"Pver_gene_g14232",0,0,0,0,121,19,59,111
"Pver_gene_g14230",55,26,21,36,164,35,87,131
"Pver_gene_g3558",0,28,15,18,115,128,227,141
"Pver_gene_g6705",44,55,138,23,197,45,108,184
"Pver_gene_g7075",384,643,625,439,264,82,156,338
"Pver_gene_g7073",276,286,400,300,58,14,16,54
"Pver_gene_g22912",83,183,127,203,13,0,0,0
"Pver_gene_g22910",0,0,0,0,121,34,45,35
"Pver_gene_g1951",117,140,176,139,1048,394,696,939
"Pver_gene_g1950",29,22,14,28,131,48,31,105
"Pver_gene_g1952",0,0,0,0,29,15,55,59
"Pver_gene_g25646",0,0,0,0,80,44,36,95
"Pver_gene_g25647",140,206,136,102,69,0,31,74
"Pver_gene_g25648",322,131,234,173,8987,2038,2743,8940
"Pver_gene_g9542",62,109,122,81,36,0,0,15
"Pver_gene_g9543",111,117,68,74,307,60,121,479
"Pver_gene_g9540",0,0,0,0,17,15,41,81
"Pver_gene_g9541",540,880,1018,713,128,17,122,65
"Pver_gene_g9548",0,0,0,0,41,23,23,122
"Pver_gene_g9549",349,266,311,258,78,19,36,106
"Pver_gene_g1047",21,74,98,68,179,75,171,234
"Pver_gene_g1045",44,59,19,55,231,236,80,154
"Pver_gene_g1049",24,21,0,13,293,64,124,272
"Pver_gene_g4673",168,393,384,268,236,87,88,229
"Pver_gene_g26340",28,55,55,50,154,66,88,178
"Pver_gene_g2637",0,0,0,0,46,13,22,71
"Pver_gene_g2632",0,0,0,0,259,134,70,182
"Pver_gene_g8395",64,27,43,53,6,4,0,0
"Pver_gene_g8390",46,46,39,31,0,0,6,0
"Pver_gene_g8391",0,9,0,0,63,35,64,188
"Pver_gene_g2098",0,0,0,0,87,39,42,182
"Pver_gene_g2091",0,0,0,0,125,32,107,301
"Pver_gene_g2096",101,76,84,125,30,0,0,34
"Pver_gene_g17091",0,0,0,0,22,30,31,19
"Pver_gene_g11009",791,1116,1278,762,398,134,279,450
"Pver_gene_g16053",46,83,93,47,0,0,0,0
"Pver_gene_g16055",14,20,27,0,205,103,168,147
"Pver_gene_g16054",0,4,50,30,216,76,127,181
"Pver_gene_g18525",0,28,25,13,185,41,101,190
"Pver_gene_g18524",193,99,114,111,41,0,24,31
"Pver_gene_g18523",378,392,397,366,223,62,227,221
"Pver_gene_g15658",45,72,99,71,495,107,128,452
"Pver_gene_g15656",0,0,0,0,235,229,121,186
"Pver_gene_g15657",165,275,322,241,877,211,506,1058
"Pver_gene_g15654",54,90,73,86,113,195,206,172
"Pver_gene_g17878",46,62,45,65,123,57,139,160
"Pver_gene_g10062",326,476,575,335,96,0,89,71
"Pver_gene_g10061",41,45,12,42,1015,381,664,1305
"Pver_gene_g14528",438,427,918,634,9,0,57,0
"Pver_gene_g11829",28,40,44,64,179,81,175,110
"Pver_gene_g11824",0,0,0,0,134,130,203,60
"Pver_gene_g920",0,9,0,0,24,20,18,41
"Pver_gene_g923",203,247,282,145,1041,412,530,1188
"Pver_gene_g926",0,0,0,0,99,29,41,167
"Pver_gene_g483",0,16,0,0,89,28,42,79
"Pver_gene_g5835",0,0,0,0,86,34,33,75
"Pver_gene_g3294",27,11,18,0,95,23,28,121
"Pver_gene_g3297",28,19,30,27,230,63,91,313
"Pver_gene_g9869",0,0,0,0,67,11,40,88
"Pver_gene_g9864",68,86,70,47,231,86,83,240
"Pver_gene_g9867",46,24,28,44,225,26,72,120
"Pver_gene_g9863",0,0,0,0,2191,580,1018,3084
"Pver_gene_g6518",1159,1321,1046,831,142,79,148,224
"Pver_gene_g6519",67,37,100,69,33,12,22,22
"Pver_gene_g3747",0,0,0,0,156,59,92,106
"Pver_gene_g3745",65,182,196,132,73,18,40,157
"Pver_gene_g18056",129,107,106,38,37,14,47,7
"Pver_gene_g18053",70,63,33,103,12,18,10,6
"Pver_gene_g22768",103,134,139,120,105,30,76,114
"Pver_gene_g22764",0,0,0,0,103,170,84,98
"Pver_gene_g22765",0,0,0,0,36,15,47,35
"Pver_gene_g22766",0,10,22,0,92,28,52,128
"Pver_gene_g22761",51,68,68,46,272,105,368,412
"Pver_gene_g22762",51,65,74,34,139,32,106,168
"Pver_gene_g8029",80,147,256,117,17,5,0,0
"Pver_gene_g23381",0,0,0,0,19,34,38,62
"Pver_gene_g4828",170,267,241,192,26,14,93,63
"Pver_gene_g4829",296,346,558,437,258,80,71,259
"Pver_gene_g4822",143,204,129,114,573,238,307,701
"Pver_gene_g4826",143,120,168,162,132,28,63,25
"Pver_gene_g15038",60,26,21,31,0,0,8,0
"Pver_gene_g15039",241,353,437,300,2699,816,1032,2488
"Pver_gene_g17683",7,15,10,14,106,10,30,79
"Pver_gene_g17682",67,74,56,21,180,35,103,171
"Pver_gene_g17681",46,9,0,0,336,93,148,259
"Pver_gene_g17680",29,54,57,67,169,62,112,296
"Pver_gene_g17684",0,33,0,25,184,134,72,165
"Pver_gene_g19049",325,325,515,203,85,28,99,86
"Pver_gene_g19047",0,19,15,0,79,22,49,68
"Pver_gene_g11278",0,0,0,0,83,37,77,108
"Pver_gene_g11277",23,20,60,13,376,60,156,470
"Pver_gene_g13699",0,10,17,0,126,39,163,65
"Pver_gene_g13690",0,0,23,13,239,121,149,193
"Pver_gene_g13692",219,257,293,255,75,10,36,65
"Pver_gene_g13693",0,27,0,7,285,54,109,290
"Pver_gene_g18311",232,301,308,262,467,198,314,516
"Pver_gene_g18314",0,0,0,0,98,40,65,124
"Pver_gene_g18318",0,0,0,0,414,146,115,460
"Pver_gene_g15599",252,282,372,211,41,0,48,71
"Pver_gene_g7623",249,312,198,191,17,48,57,30
"Pver_gene_g6992",36,127,112,57,413,131,214,383
"Pver_gene_g6993",0,0,0,0,411,204,322,443
"Pver_gene_g6994",0,0,0,0,80,65,75,197
"Pver_gene_g8107",203,278,365,240,699,258,301,484
"Pver_gene_g8106",40,14,57,29,0,0,0,0
"Pver_gene_g775",0,0,0,0,37,15,54,35
"Pver_gene_g777",173,115,160,76,83,18,50,61
"Pver_gene_g778",0,13,20,12,43,38,55,46
"Pver_gene_g17997",0,0,0,0,164,59,143,317
"Pver_gene_g4105",0,0,0,0,80,30,62,68
"Pver_gene_g5973",0,0,0,0,718,144,237,830
"Pver_gene_g5972",77,47,54,40,18,0,0,7
"Pver_gene_g5979",191,170,167,166,85,25,55,103
"Pver_gene_g21050",0,0,1,0,48,11,144,26
"Pver_gene_g6235",0,0,0,0,27,13,47,16
"Pver_gene_g6232",36,44,36,19,9,0,6,11
"Pver_gene_g25999",0,0,0,0,2260,832,247,1801
"Pver_gene_g25990",37,76,54,48,810,131,209,936
"Pver_gene_g19203",0,0,0,0,40,14,45,46
"Pver_gene_g19202",0,0,0,0,126,27,64,269
"Pver_gene_g3468",0,8,0,0,41,35,42,73
"Pver_gene_g3462",1469,1381,2067,1591,428,118,517,679
"Pver_gene_g4163",0,0,0,0,49,18,57,57
"Pver_gene_g4788",67,89,124,99,35,26,30,14
"Pver_gene_g4783",558,890,1064,567,5770,2020,1351,4032
"Pver_gene_g4782",0,0,9,0,1009,158,786,1157
"Pver_gene_g4781",0,0,4,0,474,89,170,449
"Pver_gene_g26056",0,0,0,0,311,52,68,129
"Pver_gene_g26054",28,43,49,45,510,135,192,196
"Pver_gene_g26055",0,0,7,0,365,115,78,175
"Pver_gene_g26052",32,22,59,25,79,20,54,126
"Pver_gene_g26053",27,52,99,51,263,88,194,404
"Pver_gene_g23020",301,365,398,285,81,44,81,163
"Pver_gene_g23022",0,13,0,0,99,57,54,144
"Pver_gene_g23023",563,805,1110,830,77,0,28,65
"Pver_gene_g23024",0,0,4,10,39,11,17,57
"Pver_gene_g79",144,214,182,197,149,46,82,149
"Pver_gene_g14956",0,0,0,0,83,14,53,47
"Pver_gene_g14957",185,160,174,152,91,50,84,76
"Pver_gene_g14954",30,42,53,32,120,104,145,202
"Pver_gene_g14955",248,390,354,357,1038,432,320,958
"Pver_gene_g14950",0,0,0,0,77,50,83,98
"Pver_gene_g17313",37,18,27,34,164,37,108,137
"Pver_gene_g5787",225,215,228,199,41,0,19,54
"Pver_gene_g5783",240,341,529,381,161,82,152,287
"Pver_gene_g2785",0,23,12,3,155,38,105,265
"Pver_gene_g2784",0,0,0,0,24,38,16,30
"Pver_gene_g2256",142,87,87,22,360,183,197,352
"Pver_gene_g2255",480,516,643,479,270,58,188,255
"Pver_gene_g2259",0,10,24,0,178,21,73,118
"Pver_gene_g12449",51,55,47,31,173,45,169,198
"Pver_gene_g6511",0,17,2,0,61,29,54,80
"Pver_gene_g16553",0,7,0,0,43,36,40,30
"Pver_gene_g577",0,14,18,12,126,41,112,101
"Pver_gene_g574",164,176,168,200,193,32,93,140
"Pver_gene_g573",117,270,218,242,76,5,27,74
"Pver_gene_g572",258,396,388,180,41,15,16,46
"Pver_gene_g14137",193,211,298,195,1098,339,462,1132
"Pver_gene_g8250",116,112,115,106,324,95,209,325
"Pver_gene_g6038",76,137,163,131,40,23,25,67
"Pver_gene_g6031",0,0,0,0,90,20,142,166
"Pver_gene_g6030",0,0,0,0,40,32,66,55
"Pver_gene_g6037",1155,1385,1240,842,59,0,66,46
"Pver_gene_g6034",32,25,22,9,122,14,57,154
"Pver_gene_g6784",87,45,96,52,63,9,14,21
"Pver_gene_g6787",0,19,9,0,58,48,84,73
"Pver_gene_g6786",58,22,70,32,510,155,188,609
"Pver_gene_g1333",81,192,193,169,367,240,252,354
"Pver_gene_g1332",5,0,0,0,58,43,51,59
"Pver_gene_g1334",0,0,0,0,39,33,25,42
"Pver_gene_g1336",0,0,0,0,48,28,40,42
"Pver_gene_g1338",0,0,0,0,119,82,134,161
"Pver_gene_g6819",0,0,0,0,46,51,35,14
"Pver_gene_g6815",0,0,0,0,168,79,163,366
"Pver_gene_g6813",195,125,135,96,6,7,31,35
"Pver_gene_g8319",151,177,176,153,351,118,157,338
"Pver_gene_g17018",1195,1330,1294,861,359,64,236,383
"Pver_gene_g17019",0,0,0,0,136,26,42,81
"Pver_gene_g17010",0,0,0,0,81,58,147,98
"Pver_gene_g2316",162,71,108,73,0,0,0,0
"Pver_gene_g2905",115,104,86,49,22,6,25,23
"Pver_gene_g3053",85,117,217,87,100,37,35,103
"Pver_gene_g3051",42,16,15,19,110,35,44,84
"Pver_gene_g3055",95,98,45,109,527,574,746,500
"Pver_gene_g10355",74,105,120,116,550,271,302,515
"Pver_gene_g10356",351,270,243,197,69,20,69,60
"Pver_gene_g10353",28,103,102,122,376,180,980,594
"Pver_gene_g12840",0,6,0,10,76,34,43,94
"Pver_gene_g12846",79,96,111,36,22,0,19,12
"Pver_gene_g4089",180,87,199,101,32,11,12,33
"Pver_gene_g4338",26,58,99,73,193,169,237,275
"Pver_gene_g4336",0,0,0,0,38,39,102,36
"Pver_gene_g13077",3,39,32,5,220,17,33,92
"Pver_gene_g13073",294,348,318,317,67,9,58,83
"Pver_gene_g13078",81,75,48,51,506,106,131,167
"Pver_gene_g13079",0,0,0,0,603,220,185,443
"Pver_gene_g23273",91,57,154,95,45,6,10,33
"Pver_gene_g23272",0,20,25,8,99,25,44,146
"Pver_gene_g23276",167,130,168,38,57,17,60,29
"Pver_gene_g5061",0,0,0,0,152,138,128,172
"Pver_gene_g5064",107,151,134,28,14,0,0,0
"Pver_gene_g5067",128,146,115,102,95,8,41,47
"Pver_novel_gene_105_5de57afd",480,196,290,240,0,0,0,0
"Pver_gene_g13924",269,231,279,221,218,78,124,147
"Pver_gene_g13920",26,19,33,0,116,40,47,195
"Pver_gene_g8596",106,127,190,154,49,52,38,25
"Pver_gene_g8594",0,36,47,16,173,65,420,159
"Pver_gene_g8591",0,0,0,0,83,29,33,131
"Pver_gene_g15186",0,0,0,0,101,30,50,57
"Pver_gene_g15185",95,254,267,243,94,36,59,41
"Pver_gene_g15189",181,162,264,105,943,195,364,1015
"Pver_gene_g15458",0,0,0,0,128,36,155,55
"Pver_gene_g15459",18,56,76,46,0,0,0,0
"Pver_gene_g15454",172,187,210,159,82,24,54,51
"Pver_gene_g15457",227,371,546,374,176,25,69,151
"Pver_gene_g15452",318,250,335,185,226,55,120,298
"Pver_gene_g15453",145,100,146,124,68,16,24,35
"Pver_gene_g309",42,99,25,45,452,75,171,508
"Pver_gene_g305",75,102,66,62,37,12,55,45
"Pver_gene_g307",253,215,406,254,217,63,81,176
"Pver_gene_g300",0,0,17,0,243,0,118,267
"Pver_gene_g2860",0,9,16,0,390,99,190,371
"Pver_gene_g2864",0,4,11,8,30,28,38,32
"Pver_gene_g6344",0,11,9,0,67,75,61,102
"Pver_gene_g3211",435,451,558,486,131,55,96,145
"Pver_gene_g6346",89,56,74,59,157,45,77,176
"Pver_gene_g3197",57,106,84,37,0,0,0,0
"Pver_gene_g8537",52,52,49,20,240,30,70,209
"Pver_gene_g22811",105,306,271,187,1283,88,949,1645
"Pver_gene_g6591",202,213,294,130,108,26,63,75
"Pver_gene_g7243",0,0,0,0,310,50,119,363
"Pver_gene_g7240",131,127,149,125,0,0,4,0
"Pver_gene_g7247",20,31,12,13,75,25,29,70
"Pver_gene_g1162",25,21,38,20,89,19,154,38
"Pver_gene_g9379",0,0,0,0,221,82,123,300
"Pver_gene_g9375",0,14,0,0,50,15,55,105
"Pver_gene_g9374",0,12,0,0,55,9,41,52
"Pver_gene_g9376",10,26,31,15,128,57,51,125
